48,0,0,0,0,0,0,0,0,0
0,54,0,0,0,0,0,0,1,0
0,2,50,0,0,0,0,0,0,0
0,0,1,57,0,1,0,1,1,0
0,0,0,0,51,0,0,0,0,0
0,0,0,0,0,58,2,0,0,1
0,1,0,0,2,0,46,0,0,0
0,0,0,0,0,0,0,54,0,0
0,4,3,1,0,1,0,1,48,1
0,2,0,0,0,0,0,0,1,46
